data,classificacao,tipo,noticia
29/12/2024,0,mudanças climáticas,"2024 teve 41 dias extras de calor extremo por conta de mudanças climáticas. Análise dos pesquisadores da World Weather Attribution e Climate Central vem no final de um ano que quebrou recordes climáticos consecutivos"
29/12/2024,0,desastres,"Brasil registra aumento 'alarmante' de desastres climáticos, segundo estudo da Unifesp. Número de ocorrências anuais quase dobrou desde 2020 na comparação com as duas décadas anteriores"
29/12/2024,1,tecnologia e inovação,"VÍDEO: maior navio transportador de minério de ferro no mundo viaja com a força do vento pela 1ª vez - entenda. Velas usam a força do vento para diminuir o consumo de combustível e reduzir emissões. Cargueiro Sohar Max tem tamanho e capacidade dobrada em relação às embarcações tradicionais"
29/12/2024,0,mudanças climáticas,"Vai ter café para todo mundo? Entenda como calor extremo eleva preço e baixa quantidade e qualidade do grão. Produtores sofrem após meses sem chuva, temperaturas mais altas e mais pragas. Com aquecimento global, colheitas podem se tornar menores nesses estados"
29/12/2024,1,preservação e conservação,"A corrida para salvar o peixe mais caro do mundo das mudanças climáticas. Atuns-rabilho são sensíveis ao aumento das temperaturas dos oceanos. Países criaram quotas de pesca mais sustentáveis e passaram a combater a pesca ilegal para driblar impacto"
29/12/2024,0,mudanças climáticas,"Veja os locais do mundo onde a população está mais vulnerável a inundações no fim do século. Levantamento do PNUD e Climate Impact Lab indica que 0,64% da população brasileira pode ser afetada"
29/12/2024,1,preservação e conservação,"De predadores a protetores: nativos deixam de comer tartarugas marinhas após educação ambiental no ES. Hábito era comum até a década de 80. Atualmente na Vila de Regência, comunidade se une para proteger a espécie"
29/12/2024,1,tecnologia e inovação,"'RG do boi' atende mercado externo e fortalece fiscalização ambiental - entenda. Uso de brincos para rastreamento de bovinos será obrigatório até 2032"
29/12/2024,0,secas,"Mais de 130 cidades passaram nove meses em situação de seca desde o início da crise - veja situação onde você mora. Dados do Cemaden mostram que 50% do país passou pelo menos 30 dias em situação de estiagem"
29/12/2024,1,biodiversidade,"Gigante do mar: vídeo exclusivo mostra maior espécie de tartaruga do mundo desovando em praia do ES. Tartaruga-de-couro pode ultrapassar dois metros de comprimento e 700 kg"
29/12/2024,0,incêndios,"Queimadas quase dobram no Brasil em 2024. Dados do Monitor do Fogo do MapBiomas mostram que um quinto dos incêndios aconteceram em áreas destinadas à agropecuária"
29/12/2024,0,mudanças climáticas,"Maior iceberg do mundo se liberta e se move para o norte. Após décadas encalhado, A23a agora se dirige para águas mais quentes ao norte da Antártida"
29/12/2024,0,biodiversidade,"Carne de baleia é leiloada pela primeira vez em décadas no Japão. Última captura foi há quase 50 anos. Caça já foi proibida por causa do risco de extinção da espécie"
29/12/2024,1,tecnologia e inovação,"Brasileiro participa de experimento nos EUA para reduzir arrotos de vacas e ajudar o clima. Ideia é criar uma pílula para transformar bactérias intestinais desses animais de forma que emitam menos ou nenhum metano, um dos gases causadores do efeito estufa"
29/12/2024,1,preservação e conservação,"O madeireiro que derrubava árvores na Amazônia e aprendeu a amar a floresta. Roberto Brito agora usa seu profundo conhecimento da floresta amazônica para guiar turistas"
29/12/2024,1,sustentabilidade,"Moradores iniciam projeto de horta comunitária e incentivam união entre os vizinhos no bairro Jardim das Rosas em Presidente Prudente. Primeira ação contou com a limpeza do espaço e a demarcação do território utilizado"
29/12/2024,0,desmatamento,"Por que terras férteis estão se tornando desertos? Área equivalente a quatro campos de futebol vira deserto a cada segundo no mundo. Os esforços para restaurar e reflorestar esse terreno árido podem dar frutos"
29/12/2024,0,poluição,"'Venenoso e mortal': o inferno de viver em Nova Déli, uma das cidades mais poluídas do mundo. Jornalista da BBC conta como é viver na cidade onde o ar é descrito como 'tóxico', 'mortal' e 'venenoso'"
29/12/2024,0,poluição,"Pesquisa encontra cocaína, remédios e cafeína no mar do litoral de São Paulo. Estudo do instituto de oceanografia da USP encontrou 15 componentes químicos no mar em Ubatuba. Suspeita é de que substâncias cheguem ao mar por fezes e urina humana"
29/12/2024,0,mudanças climáticas,"Cerca de 40% dos oceanos sofreram mudanças de cor nas últimas duas décadas, revela estudo. Pesquisa publicada na Nature indica efeitos das mudanças climáticas na coloração dos oceanos"
29/12/2024,1,políticas ambientais,"Política para recuperação da Caatinga é aprovada no Senado Federal. Projeto foi aprovado por unanimidade e pode gerar mais de 29 bilhões de reais em receitas e 465 mil empregos"
29/11/2024,1,políticas ambientais,"Ministra Sonia Guajajara vence prêmio de liderança ambiental da ONU. Prêmio Campeões da Terra 2024 homenageou defensores do meio ambiente e soluções sustentáveis"
29/11/2024,0,mudanças climáticas,"2024 é o ano mais quente já visto na Terra, segundo observatório europeu. Novembro de 2024 foi o mais quente já registrado, superando recordes de 2023"
29/11/2024,0,mudanças climáticas,"Até 5 bilhões de pessoas vivendo em terras áridas: novo relatório da ONU projeta impacto das mudanças climáticas no solo. Publicação alerta para transformações permanentes em diferentes regiões do planeta"
29/11/2024,1,preservação e conservação,"Como resgate de filhote de baleia-jubarte no ES mudou o protocolo de desencalhe de mamíferos no Brasil. Equipe optou por salvar o mamífero ao invés da eutanásia, alterando os protocolos nacionais"
29/11/2024,0,secas,"Alunos de comunidade que sofre com seca no AP caminham cerca de 1h para chegar à escola. Região do Bailique sofre anualmente com estiagem severa. Estado decretou emergência em razão do fenômeno"
29/11/2024,1,biodiversidade,"Terras indígenas são responsáveis por chuva de 80% das áreas de agropecuária no Brasil. Estudo inédito rastreou partículas de chuva e identificou que umidade gerada em terras indígenas da Amazônia abastecem a chuva em 18 estados e no DF. Especialistas apontam que indígenas são imprescindíveis para manter o setor e proteger a economia"
29/11/2024,0,desmatamento,"Estudo aponta que mais de 200 mil registros rurais foram feitos em áreas sensíveis da Amazônia Legal. Dados mostram registros em terras sobrepostas a terras indígenas, unidades de conservação e terras não destinadas do bioma"
29/11/2024,0,mudanças climáticas,"Primeiro dia sem gelo no Ártico pode acontecer em 2027, alerta estudo. Pesquisadores utilizaram modelos de computador para estimar quando a região teria um dia de derretimento completo. Redução nas emissões pode frear previsões"
29/11/2024,1,tecnologia e inovação,"Com investimento de mais de R$ 17 milhões e potência total instalada de 3 MW, usinas de energia solar começam a funcionar em Parapuã. Complexo entrará em operação a partir da segunda quinzena de dezembro de 2024"
29/11/2024,0,incêndios,"Com quase 135 mil focos de incêndio até novembro, número de queimadas na Amazônia é o maior em quase duas décadas. Cerrado registrou 79.599 focos (aumento de 642%) e Pantanal crescimento de 139%"
29/11/2024,0,poluição,"'Não é mais possível ver o sol': crise da fumaça muda cor do céu no Pará, sede da próxima COP. Estado é retrato da crise das queimadas ilegais e desmatamento que o país enfrenta, sinalizando o desafio com a imagem do Brasil"
29/11/2024,0,políticas ambientais,"CCJ do Senado prevê votar nesta semana PEC que permite venda de terrenos da União na beira da praia. Texto abre brecha para privatizar acesso, embora a parte frequentada por banhistas seguiria com a União"
29/11/2024,0,poluição,"Lixões persistem e coleta seletiva ainda não é universal, revela IBGE. Pesquisa mostra que lixões ainda são principal destino dos resíduos sólidos no país, apesar da regulamentação para extinção desses locais"
29/11/2024,1,preservação e conservação,"Viveiro produz mais de 33 mil mudas de espécies nativas ameaçadas de extinção em Rosana. Horto Florestal contribui na conservação dos biomas de Mata Atlântica e Cerrado"
29/11/2024,0,crimes ambientais,"Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil. Mercado clandestino oferece espécies por até R$ 12 mil em redes sociais, com vendas parceladas e rifas"
29/11/2024,1,políticas ambientais,"Acordo histórico, mas será suficiente? 5 conclusões de uma COP29 dramática. Acerto de última hora prevendo US$ 300 bilhões para nações pobres impediu fracasso, mas insatisfações e antigas divisões vieram à tona"
2024/11/29,0,políticas ambientais,"Desastre, calote, desconfiança: as reações à COP de Baku. Comando do Azerbaijão é criticado em edição da Conferência do Clima que termina com pouco dinheiro saindo dos países ricos para os pobres e afetados por mudanças climáticas."
2024-11-29,0,políticas ambientais,"Chefe da ONU critica falta de ambição da COP29 e defende que acordo financeiro seja 'base' para mais avanços. Países concordaram em oferecer US$ 300 bi (R$ 1,7 trilhão) por ano para financiar o combate às mudanças climáticas. Valor é inferior ao US$ 13 trilhão cobrado por países em desenvolvimento."
2024-11-29,0,políticas ambientais,"COP29: Após um dia de atraso, países concordam em US$ 300 bi para financiar combate às mudanças climáticas. Negociações estavam previstas para terminar na sexta-feira (22), mas só neste sábado (23) negociadores chegaram a acordo. Ambientalistas classificam resultado alcançado em Baku como 'desastre'."
2024-11-29,0,políticas ambientais,"COP29: Países entram em acordo sobre mercado de carbono global. Negociações estavam previstas para terminar na sexta-feira (22), mas impasse sobre valor do financiamento trava as negociações do documento final. Texto precisa de aval dos 198 países-membros da conferência."
2024-11-29,0,políticas ambientais,"Greta Thunberg chama rascunho da COP29 de 'completo desastre' e 'sentença de morte'. Ativista denuncia soluções falsas, promessas vazias e cobra que países ricos paguem sua dívida climática. Rascunho deveria ser entregue na madrugada deste sábado, mas está atrasado."
2024-11-29,0,políticas ambientais,"COP29: Arábia Saudita é acusada de retirar trechos importantes do texto oficial de negociação, diz jornal. O rascunho do texto oficial deveria ser entregue neste sábado (23), mas a cúpula foi suspensa após delegações de pequenos Estados insulares e países em desenvolvimento abandonarem o evento."
2024-11-29,0,políticas ambientais,"Pequenos Estados insulares e países em desenvolvimento abandonam negociação da COP29. Delegações protestam contra redação atual do documento, que não consideraria a inflação nem necessidades de países mais vulneráveis."
2024-11-29,0,políticas ambientais,"COP29: Rascunho do texto final decepciona com meta de financiamento 'inaceitável'. Conferência deveria ter terminado nesta sexta-feira (22), mas as negociações se estenderam devido a desacordos sobre o apoio financeiro para os países mais vulneráveis às mudanças climáticas. Veja análise de especialistas sobre o impasse."
2024-11-29,0,mudanças climáticas,"Petrobras estima alcançar pico de produção de petróleo no final da década e prevê declínio em seguida. Estatal prevê extrair 4,6 milhões de barris por dia no ponto máximo da curva. Foco ainda será óleo e gás em 2050, mas 'mais renovável', diz Magda Chambriard."
2024-11-29,0,incêndios,"Animais silvestres são resgatados em meio a incêndio que devasta área de vegetação no AP. Incêndio atingiu uma área de vegetação às margens da rodovia AP-010 no distrito de Anauerapucu, do município de Santana, e se espalhou rapidamente na tarde desta quinta-feira (21). Algumas espécies do local morreram queimadas ou intoxicadas."
2024-11-29,1,tecnologia e inovação,"Inpe inicia desenvolvimento de satélites para monitorar derramamento de óleo nos oceanos; saiba como vai funcionar. O projeto prevê o desenvolvimento de um sistema multiusuário de detecção, previsão e monitoramento de derrame de óleo no mar, chamado de ‘SisMOM’. Prazo para a entrega final do projeto é de 4 anos."
2024-11-29,1,políticas ambientais,"Câmara aprova projeto que estabelece mercado regulado de carbono no Brasil; texto vai à sanção. O Sistema Brasileiro de Comércio de Emissões de Gases de Efeito Estufa vai estabelecer limites de emissões para empresas, que precisarão adotar medidas de compensação."
2024-11-29,1,sustentabilidade,"Máquina de 'dessalinização' das águas é instalada no Arquipélago do Bailique, no AP. Distrito sofre fortes consequências devido ao período de estiagem. Cerca de 14 comunidades ao norte do Bailique recebem água potável."
2024-11-29,1,biodiversidade,"VÍDEO: Maior peixe do mundo é flagrado por pesquisadores pela 1ª vez no mar do ES. Tubarão-baleia pode chegar a 20 metros e pesar 12 toneladas. O registro do animal, que está ameaçado de extinção, foi feito por pesquisadores do Projeto Amigos da Jubarte."
2024-11-29,0,biodiversidade,"O experimento soviético que levou animais da América do Sul ao Cáucaso e acabou em desastre ambiental. No século 20, um zoólogo soviético levou ratões-do-banhado, um roedor parecido com as capivaras, para fazer experimentos no Azerbaijão. Hoje, esse animal é um problema para os bichos nativos dali."
2024-11-29,1,biodiversidade,"Iniciativa que conecta GPS a Baleias-Azuis ajuda a monitorar deslocamentos e hábitos do animal; confira. A iniciativa foi destacada no Globo Repórter desta sexta-feira (15), que abordou a vida dos mamíferos."
2024-11-29,0,mudanças climáticas,"Com corredor de umidade, boa parte do Brasil deve ter tempo instável nos próximos dias. Bahia tem risco de temporais. Frente fria que avança pelo país vai canalizar umidade da Amazônia, formando uma extensa faixa de nuvens que vai até o Sudeste."
2024-11-29,0,mudanças climáticas,"Brasil tem alerta de temporais a partir de amanhã; veja previsão. Deve chover muito no país até terça-feira (26)."
2024-11-29,1,preservação e conservação,"Fundo Amazônia: entenda o que é a iniciativa de preservação ambiental. Noruega e Estados Unidos anunciaram doações milionárias ao Fundo neste domingo (17). Chefes de estado estão no Brasil para Cúpula dos Líderes do G20."
2024-11-29,1,preservação e conservação,"Noruega anuncia doação de US$ 60 milhões ao Fundo Amazônia. Contribuição é um reconhecimento aos esforços do Brasil pela redução do desmatamento, disse primeiro-ministro do país."
2024-11-29,1,preservação e conservação,"Em Manaus, Biden anuncia aporte ao Fundo Amazônia e diz que deixa legado 'forte' para Trump na área ambiental. Investimento será de US$ 50 milhões com o objetivo de acelerar os esforços globais para conservar terras e águas, proteger a biodiversidade e enfrentar a crise climática; anúncio foi feito pelo presidente americano que visitou o Amazonas neste domingo (17) antes do encontro do G20 no Rio."
2024-11-29,1,tecnologia e inovação,"Jovem cientista do AP leva prêmios internacionais por geração de energia a partir de óleo residual. Estudante de 14 anos buscou alternativa por conta do acesso limitado de energia elétrica nas comunidades locais e devido ao descarte incorreto de óleo já usado."
2024-11-29,0,biodiversidade,"A desastrosa viagem de Roosevelt à Amazônia: A expedição deu à Amazônia um rio batizado de Roosevelt e quase custou a vida do ex-mandatário americano."
2024-11-29,1,preservação e conservação,"Biden visita Manaus e anuncia recursos para projetos na Amazônia. O comunicado foi divulgado no mesmo dia em que o presidente dos EUA chega ao Brasil para os encontros do G20 que acontecem no Rio de Janeiro. Antes de desembarcar na capital fluminense, o democrata tem agenda no Museu da Amazônia (Musa) em Manaus. É o primeiro chefe de estado americano em exercício a conhecer a floresta Amazônica."
2024-11-29,0,políticas ambientais,"Por que Biden prometeu meio bilhão de dólares pra Amazônia e não cumpriu. Líder americano será o primeiro mandatário em exercício a visitar a floresta, mas sua visita deixará pouco mais do que fotografias e apertos de mão."
2024-11-29,1,preservação e conservação,"Amapá é líder nacional em preservação florestal com taxa zero de desmatamento, diz Inpe. Dados foram coletados de julho de 2023 à agosto de 2024, sendo o único estado da Amazônia Legal a alcançar o resultado."
2024-11-29,0,biodiversidade,"Iluminação inadequada ameaça a vida de tartarugas marinhas no ES, berço de desova no país. Apenas cinco das 14 cidades litorâneas do Espírito Santo seguem legislação nas orlas que tem como objetivo reduzir chances de filhotes e mães seguirem iluminação artificial, acabarem desorientados e até morrendo."
2024-11-29,1,tecnologia e inovação,"Luzes em pranchas de surfe podem evitar ataques de tubarões, afirma estudo. De acordo com os pesquisadores, o efeito parece acontecer porque as luzes distorcem a silhueta na superfície do mar."
2024-11-29,0,políticas ambientais,"Argentina retira delegação da COP29 no Azerbaijão. Presidente argentino Javier Milei nega as mudanças climáticas. 29ª Conferência das Nações Unidas sobre Mudança Climática está sendo realizada desde o início da semana em Baku."
2024-11-29,1,biodiversidade,"Tamanho de 'navio', um bilhão de pólipos e quase 300 anos: cientistas descobrem maior coral do mundo perto das Ilhas Salomão. Com 34 metros de largura e 32 metros de comprimento, o megacoral é três vezes maior que o recordista anterior, um coral chamado 'Big Momma' localizado em Samoa Americana."
2024-11-29,1,políticas ambientais,"Após vários adiamentos, Senado aprova regulação do mercado de créditos de carbono no Brasil. Proposta vai voltar à análise da Câmara porque passou por mudanças. Texto define setores que, por emitirem muitos gases de efeito estufa, serão obrigados a compensar poluição."
2024-11-29,0,incêndios,"Em dois meses, mais de 400 focos de incêndio foram registrados no Amapá, diz Ibama. Dados foram divulgados nesta terça-feira (12) pelo Instituto Brasileiro do Meio Ambiente e dos Recursos (Ibama)."
2024-11-29,0,políticas ambientais,"Barroso diz ver 'impacto negativo' na articulação global com volta de Trump ao poder nos EUA. Presidente do STF externou preocupação com meio ambiente ao lembrar que Trump retirou EUA do Acordo de Paris. Mas disse que cenário pode gerar novas lideranças climáticas."
2024-11-29,1,políticas ambientais,"COP 29: Alckmin entrega metas do Brasil sobre clima e fala em cumprir compromissos com rigor. País prevê reduzir emissões de gases entre 59% e 67% até 2035, tomando como base níveis de 2005. Marina disse que meta é 'ambiciosa' e pediu financiamento para ações climáticas."
2024-11-29,1,políticas ambientais,"COP29: Governo detalha novas metas de redução de emissões de gases de efeito estufa do Brasil. Documento com a nova Contribuição Nacional Determinada (NDC, na sigla em inglês) do país para o Acordo do Clima de Paris foi divulgado em Baku (Azerbaijão) durante a 29ª conferência do clima da ONU."
2024-11-29,1,políticas ambientais,"Em meio à COP, Senado tenta votar regulação do mercado de carbono no Brasil após série de adiamentos. Proposta estabelece limite de emissões de gases de efeito estufa por meio de um sistema de compensação. Situação e oposição têm pontos de discordância."
2024-11-29,0,mudanças climáticas,"Emissões de CO2 por combustíveis fósseis alcançam recorde sem limite à vista, indica estudo. Cientistas do Global Carbon Project apontam que emissões mundiais alcançarão 37,4 bilhões de toneladas neste ano, 8% maior que em 2023."
2024-11-29,0,políticas ambientais,"Lula se reúne com senadores que defendem exploração de petróleo na Bacia da Foz do Amazonas. Ambientalistas criticam a possibilidade de exploração do recurso pela Petrobras na chamada Margem Equatorial. Reunião ocorre em meio à participação brasileira na COP 29."
2024-11-29,1,políticas ambientais,"Na COP 29, Alckmin chama de 'ambiciosa' meta do Brasil de reduzir emissões em até 67% antes de 2035; ambientalistas criticam. Vice-presidente representou Lula na conferência do clima realizada no Azerbaijão. Entidades ligadas ao meio ambiente esperavam do Brasil um compromisso mais 'ousado'."
2024-11-29,0,biodiversidade,"Área alagada do Pantanal cai 61% em 35 anos, aponta MapBiomas. Levantamento analisou área coberta por água e campos alagados de 1985 a 2023. Desde 1985, bioma perdeu 3,5 milhões de hectares de água."
2024-11-29,0,mudanças climáticas,"Novo estudo sugere que mundo está mais perto do limite histórico de 1,5ºC de aquecimento. Pesquisadores usaram dados dos núcleos de gelo da Antártida cobrindo os últimos dois mil anos, o que ajudou a entender melhor a relação entre o aumento de CO2 na atmosfera e o aumento da temperatura global."
2024-11-29,0,políticas ambientais,"Em discurso de abertura, presidente da COP29 diz que 'mundo está a caminho da ruína'. Conferência do clima da Organização das Nações Unidas (ONU) começou nesta segunda-feira (11)."
2024-11-29,1,preservação e conservação,"5 formas comprovadas de proteger o planeta e reverter a destruição ambiental. Pesquisadores passaram 10 anos avaliando medidas de conservação, incluindo o estabelecimento de áreas protegidas, a restauração de habitats e a erradicação de espécies invasoras."
2024-10-30,0,mudanças climáticas,"Frente fria avança e Sudeste tem risco de temporais no fim de semana; veja previsão. Sistema que se formou na sexta-feira (8) deve levar grandes acumulados de chuva para boa parte do país. Há risco de alagamentos e deslizamentos em algumas regiões."
2024-10-30,0,mudanças climáticas,"Centro-Sul deve ter tempo instável no fim de semana; 'ciclone bomba' chega nos próximos dias. Meteorologistas alertam para possível formação de um ciclone no Oceano Atlântico na próxima terça (12). Sistema deve provocar chuvas e ventos fortes na região Sul."
2024-10-30,1,mudanças climáticas,"Nível de emissões de gases de efeito estufa no Brasil cai 12% em 2023. Diminuição na taxa de desmatamento na Amazônia é o maior responsável pela redução. Em contrapartida, a emissão de gases estufa aumentaram em biomas como Pantanal (86%), Cerrado (23%) e Caatinga (11%)."
2024-10-30,0,secas,"Seca extrema afeta mais de 420 mil crianças na Amazônia, diz Unicef. Mudanças climáticas afetam comunidades indígenas no Brasil, Peru e Colômbia que dependem das vias fluviais para terem acesso a comida e remédios."
2024-10-30,0,mudanças climáticas,"2024 está prestes a ser o primeiro ano a superar o limite histórico de 1,5ºC de aquecimento. Dados do observatório europeu Copernicus também mostram que outubro de 2024 foi o segundo outubro mais quente já registrado, com uma temperatura média de 15,25°C, 0,80°C acima da média de 1991-2020."
2024-10-30,1,biodiversidade,"Inpe: taxa de desmatamento cai 30% na Amazônia e 25% no Cerrado. Na Amazônia, área desmatada entre agosto de 2023 a julho de 2024 é a menor para uma temporada do Prodes desde 2017."
2024-10-30,0,crimes ambientais,"Crimes ambientais: a cada 400 casos no Brasil, só um termina em prisão, apontam CNJ e governo. Dados do CNJ mostram ainda que país registra em média 4 mil processos do tipo por mês; maioria ainda aguarda julgamento."
2024-10-30,0,políticas ambientais,"Oceanos quentes transformam chuvas em catástrofes pelo mundo; entenda elo entre Espanha, RS e Saara. Segundo especialistas, os oceanos que retêm 90% de todo o calor gerado na atmosfera pelo aumento das emissões de gases do efeito estufa estão emitindo mais umidade e deixando as chuvas mais volumosas."
2024-10-30,1,biodiversidade,"Estudo aponta que duas praias do ES estão entre as 10 do país que não possuem microplástico. Praia do Martins em Itapemirim e Praia do Coqueiral em Aracruz são as únicas do estado onde pesquisa não encontrou microplásticos."
2024-10-30,1,biodiversidade,"VÍDEO mostra tartaruga-gigante ameaçada de extinção em processo de desova no litoral do ES. Espírito Santo é o único estado com desovas regulares do animal em todo o Brasil. Espécie está criticamente ameaçada de extinção."
2024-10-30,1,preservação e conservação,"Piracema tem início nesta sexta-feira e restringe pesca em rios do Oeste Paulista. Período de preservação da reprodução dos peixes termina no dia 28 de fevereiro de 2025."
2024-10-30,1,crimes ambientais,"Justiça condena um dos maiores desmatadores da Amazônia a pagar indenização de R$ 12 milhões por degradar área do tamanho de 134 campos de futebol. Crime identificado por satélites em 2018 em Altamira."
2024-10-30,0,clmudanças climáticasima,"Maior tempestade do século na Espanha deixou dezenas de mortos. Mais de 95 pessoas morreram devido às graves inundações que afetaram principalmente a região de Valência."
2024-10-30,0,poluição,"Sete rios e afluentes na Terra Yanomami estão contaminados por mercúrio usado em garimpos. Estudo da WWF-Brasil indica peixes com níveis acima do limite da OMS."
2024-10-30,1,políticas ambientais,"Ibama indefere pedido para exploração de Petróleo na Foz da Bacia do Amazonas, solicitando mais informações à Petrobras sobre medidas preventivas contra desastres ambientais."
2024-10-30,1,preservação e conservação,"Instituto de Pesquisas Ecológicas atinge marca de 8 milhões de mudas plantadas na região do Pontal do Paranapanema, cobrindo 4.200 hectares."
2024-10-30,0,poluição,"Pesquisadores do ES descobrem microplástico em 100% das teias de aranha analisadas em estudo inédito, com presença de nylon e PET em todas as amostras."
2024-10-30,0,mudanças climáticas,"Concentração de CO2 e CH4 atinge novo recorde histórico, segundo relatório da ONU, com níveis sem precedentes no último ano."
2024-10-30,1,políticas ambientais,"BNDES lança pacto para não financiar projetos com madeira nativa, apoiando apenas madeira de floresta plantada ou manejo sustentável."
2024-10-30,0,desmatamento,"Degradação florestal na Amazônia em setembro é a maior em 15 anos, com 2.023 km² degradados, equivalente a 13 vezes a cidade de São Paulo."
2024-10-30,0,mudanças climáticas,"Ciclone extratropical deve atingir Sul do Brasil com rajadas acima de 100 km/h, com efeitos começando a ser sentidos a partir de quinta-feira."
2024-10-30,1,preservação e conservação,"Governo do ES usará R$ 18 bilhões de acordo pós-Mariana para recuperar meio ambiente, além de obras de infraestrutura, ao longo de 20 anos."
30/10/2024,1,sustentabilidade,"Cidades se inspiram em plantações de arroz para evitar enchentes. Arquitetos asiáticos adaptam técnicas de terraços agrícolas para reduzir alagamentos urbanos."
30/10/2024,0,mudanças climáticas,"Terra pode ter ultrapassado 7 dos 9 limites planetários, segundo estudo do Instituto Potsdam. Pesquisa analisou processos essenciais para o equilíbrio ambiental global."
30/10/2024,0,mudanças climáticas,"Sudeste tem alerta para chuva volumosa com risco de deslizamentos. Previsão de chuvas intensas em SP, MG e RJ, segundo Cemaden, com ventos até 100 km/h."
30/10/2024,1,biodiversidade,"Anta resgatada no AP é devolvida à natureza após 3 anos de cuidados. Animal será monitorado em habitat natural na Serra do Navio pelo Ibama."
30/10/2024,0,desastres,"Imagens de satélite mostram impacto do furacão Milton na Flórida. Águas costeiras escurecidas por sedimentos das chuvas intensas do fenômeno."
30/10/2024,0,mudanças climáticas,"Sudeste tem previsão de novos temporais com ventos de 100 km/h. Chuvas devem persistir durante todo o fim de semana na região."
30/10/2024,0,desastres,"Tempestade em SP causa devastação e deixa milhões sem luz. Ventos acima de 100 km/h e apagões afetaram diversos pontos da capital."
30/10/2024,0,biodiversidade,"Voluntários relatam dificuldades no resgate de animais durante incêndios em SP. Perda de habitat e alimentos compromete reabilitação de espécies silvestres."
30/10/2024,0,mudanças climáticas,"Reportagem mostra impacto cotidiano das mudanças climáticas: de furacões nos EUA a tempestades extremas em São Paulo."
30/10/2024,1,políticas ambientais,"Lula envia ao Congresso projeto de lei que aumenta pena para crimes ambientais. Proposta prevê pena de até 6 anos para incêndios florestais e maior rigor contra garimpo e desmatamento ilegais."
30/10/2024,0,crimes ambientais,"Criança de 9 anos mata 20 coelhos e 3 porquinhos-da-índia em fazendinha no PR. Caso será acompanhado por equipe multidisciplinar."
30/10/2024,1,políticas ambientais,"Governo deve enviar projeto que aumenta pena para crimes ambientais. Texto prevê 6 anos de reclusão para incêndios florestais e maior rigor contra garimpo ilegal."
30/10/2024,1,tecnologia e inovação,"Monitoramento por satélite reforça combate a incêndios florestais na região da Usina de Porto Primavera. Plano inclui mais brigadistas e novos equipamentos."
30/09/2024,1,políticas ambientais,"Fundo Amazônia recebeu R$ 643 milhões em 2024, mas apenas 11% foram repassados para projetos. Mecanismo foi criado para financiar redução de emissões por desmatamento."
30/09/2024,1,preservação e conservação,"AGU pede R$ 89 milhões de infratores por queimadas em RO, PA e AM. Ações visam reflorestar 26 mil hectares degradados na Amazônia."
30/10/2024,1,crimes ambientais,"Justiça condena um dos maiores desmatadores da Amazônia a pagar R$ 12 milhões por degradar 134 hectares em Altamira. Crime foi identificado por satélites em 2018."
30/10/2024,0,crimes ambientais,"Sete rios Yanomami contaminados por mercúrio de garimpos. Peixes com níveis acima do limite da OMS, segundo estudo da WWF-Brasil."
30/09/2024,0,crimes ambientais,"Crimes ambientais: a cada 400 casos no Brasil, só 1 termina em prisão, aponta estudo do CNJ. País registra 4 mil processos mensais, maioria sem julgamento."
30/10/2024,0,crimes ambientais,"Ibama indefere pedido para exploração de Petróleo na Foz do Amazonas por falta de medidas contra desastres ambientais."
30/09/2024,0,crimes ambientais,"Degradação florestal na Amazônia em setembro é a maior em 15 anos: 2.023 km² degradados, equivalente a 13x a cidade de SP (Imazon)."
30/10/2024,0,incêndios,"Voluntários relatam dificuldades no resgate de animais durante incêndios em SP: 'Morrem antes de serem salvos'. Perda de habitat compromete reabilitação."
30/09/2024,1,sustentabilidade,"Doze praias do RJ ganham selo internacional de sustentabilidade, três a mais que em 2023."
30/09/2024,0,mudanças climáticas,"Furacão de categoria 5: entenda intensidade do fenômeno. Milton avançou da categoria 2 para 5 em horas, com impactos graves na Flórida."
30/09/2024,0,mudanças climáticas,"Falta de neve encerra estação de esqui nos Alpes franceses. Grand Puy acumula prejuízos anuais com aquecimento global."
30/09/2024,0,poluição,"Cidade do ES é 2ª mais poluída por microplásticos no Brasil. Conceição da Barra fica próxima ao deságue de dois rios."
30/09/2024,0,desmatamento,"Mais de 90% do desmatamento da Amazônia é para pastagem. Área cresceu 363% (1985-2023), de 127 mi para 59 mi de hectares."
30/09/2024,0,biodiversidade,"Espécies invasoras (javalis, tilápias) afetam clima, água e segurança alimentar. Piracicaba (SP) tem 38 EEIs em unidades de conservação."
30/09/2024,0,secas,"Imagens de satélite mostram impacto da seca no Lago Tefé (AM). Foto de 24/09 revela redução drástica do volume de água."
30/09/2024,0,mudanças climáticas,"Emissões de metano atingem picos globais, agravando emergência climática. Redução é essencial para frear mudanças."
30/09/2024,0,mudanças climáticas,"Brasil tem média de 100 dias sem chuva (+25% em 60 anos), segundo Inpe. Resultado direto das mudanças climáticas."
30/09/2024,0,incêndios,"Queimadas concentram-se em florestas públicas, TIs e UCs: 11 mi de hectares queimados jan-ago/2024 (Ipam/MapBiomas)."
30/09/2024,0,secas,"Seca reduz nível do Rio Amazonas em até 90% na Colômbia: embarcações encalhadas e pior seca em 50 anos (afeta 9 países da bacia)."
